GeoFips,GeoName,LineCode,Description,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
6025,"Imperial, CA",60,"      Professional, scientific, and technical services",74345,84251,98650,95332,90032,88239,86468,91468,100459,103668
6025,"Imperial, CA",64,      Management of companies and enterprises,96094,103993,103247,121641,112985,114927,122606,127916,131654,127732
6025,"Imperial, CA",65,      Administrative and support and waste management and remediation services,109949,112162,121974,111439,114158,96703,105617,116342,115787,121009
6025,"Imperial, CA",68,"    Educational services, health care, and social assistance",242984,243864,229843,241848,256636,272496,297729,296513,318831,359376
6025,"Imperial, CA",69,      Educational services,5131,6048,11412,13116,15678,10697,11123,10233,10772,10319
6025,"Imperial, CA",70,      Health care and social assistance,237853,237816,218431,228733,240957,261799,286606,286280,308059,349058
6025,"Imperial, CA",75,"    Arts, entertainment, recreation, accommodation, and food services",113194,119653,130592,133921,143179,156444,167097,166380,170964,183898
6025,"Imperial, CA",76,"      Arts, entertainment, and recreation",5271,5937,6597,6190,7353,7445,8477,7622,6993,7897
6025,"Imperial, CA",79,      Accommodation and food services,107923,113717,123996,127731,135826,149000,158619,158758,163971,176001
6025,"Imperial, CA",82,    Other services (except government and government enterprises),117493,120220,123267,120242,127217,129701,131310,135120,139562,147358
6025,"Imperial, CA",83,Government and government enterprises,1648794,1715245,1726581,1747530,1795681,1907088,1959633,1973478,2031899,2114549
6025,"Imperial, CA",,Addenda:,,,,,,,,,,
6025,"Imperial, CA",87,Natural resources and mining,1357523,1896613,1565716,1822874,1986231,2209453,1896897,2031840,1801509,1859308
6025,"Imperial, CA",88,Trade,643613,683862,712562,767185,811457,866607,852552,876698,906671,943276
6025,"Imperial, CA",89,Transportation and utilities,718737,764309,763694,881116,1115891,1196039,1233159,1260578,1309531,1414787
6025,"Imperial, CA",90,Manufacturing and information,267891,259942,289323,285532,249862,221341,209157,208563,209859,244713
6025,"Imperial, CA",91,Private goods-producing industries 2/,1678167,2210619,1897531,2165314,2304848,2523205,2190359,2324646,2091960,2207690
6025,"Imperial, CA",92,Private services-providing industries 3/,3104724,3244587,3297101,3576202,3930960,4131662,4231835,4368278,4543790,5012441
6027,"Inyo, CA",1,All industry total,1016680,1015432,1024042,1151293,1187801,1235164,1325129,1382763,1344268,1435942
6027,"Inyo, CA",2,  Private industries,762983,745244,750148,867062,898534,940034,1033781,1089336,1036989,1108602
6027,"Inyo, CA",3,"    Agriculture, forestry, fishing and hunting",22229,28472,30872,21110,19949,18178,11114,10173,8847,10629
6027,"Inyo, CA",6,"    Mining, quarrying, and oil and gas extraction",7224,9274,10380,10891,10365,9206,8501,12853,1260,1466
6027,"Inyo, CA",10,    Utilities,211894,206883,185052,190137,187020,183471,191764,197109,189421,201675
6027,"Inyo, CA",11,    Construction,44317,26068,30463,32358,39365,42928,34744,30680,31732,32398
6027,"Inyo, CA",12,    Manufacturing,84756,74738,99880,103621,118484,126561,196342,227195,164715,166800
6027,"Inyo, CA",13,      Durable goods manufacturing,2367,2332,1619,2325,2794,3408,3594,3821,4052,3948
6027,"Inyo, CA",25,      Nondurable goods manufacturing,82389,72405,98261,101296,115690,123154,192748,223374,160663,162852
6027,"Inyo, CA",34,    Wholesale trade,12275,15606,17264,16650,15958,14652,13741,13965,14015,15468
6027,"Inyo, CA",35,    Retail trade,56484,56787,58668,64647,65378,67352,71022,77515,74409,77961
6027,"Inyo, CA",36,    Transportation and warehousing,6654,6952,6217,5709,6089,5906,6215,4920,4989,5270
6027,"Inyo, CA",45,    Information,16905,14865,11544,10828,10831,12136,8588,6951,9781,10745
6027,"Inyo, CA",50,"    Finance, insurance, real estate, rental, and leasing",157977,159770,155478,161775,179105,189443,200743,217308,232790,273021
6027,"Inyo, CA",51,      Finance and insurance,16215,17029,15574,14530,17818,18555,18944,20059,20054,16722
6027,"Inyo, CA",56,      Real estate and rental and leasing,141762,142741,139904,147245,161287,170887,181799,197248,212736,256299
6027,"Inyo, CA",59,    Professional and business services,24443,25430,26244,134764,126025,134981,145367,147972,152633,151809
6027,"Inyo, CA",60,"      Professional, scientific, and technical services",(D),(D),(D),14810,15963,16552,16829,17302,17420,17175
6027,"Inyo, CA",64,      Management of companies and enterprises,(D),(D),(D),(D),103164,(D),(D),(D),125966,(D)
6027,"Inyo, CA",65,      Administrative and support and waste management and remediation services,11172,10971,11513,(D),6897,(D),(D),(D),9247,(D)
6027,"Inyo, CA",68,"    Educational services, health care, and social assistance",29040,31287,32090,34293,33589,34903,36319,27882,28837,31081
6027,"Inyo, CA",69,      Educational services,2672,3805,(D),(D),(D),2132,2042,(D),(D),(D)
6027,"Inyo, CA",70,      Health care and social assistance,26368,27482,(D),(D),(D),32770,34276,(D),(D),(D)
6027,"Inyo, CA",75,"    Arts, entertainment, recreation, accommodation, and food services",66749,67247,63863,58648,63867,77131,86239,92304,99682,104756
6027,"Inyo, CA",76,"      Arts, entertainment, and recreation",5733,4540,4141,4311,5294,5777,7417,8654,9525,10249
6027,"Inyo, CA",79,      Accommodation and food services,61016,62707,59722,54337,58573,71354,78822,83651,90157,94508
6027,"Inyo, CA",82,    Other services (except government and government enterprises),22034,21866,22134,21631,22510,23185,23081,22509,23879,25523
6027,"Inyo, CA",83,Government and government enterprises,253697,270188,273894,284231,289267,295130,291348,293427,307278,327341
6027,"Inyo, CA",,Addenda:,,,,,,,,,,
6027,"Inyo, CA",87,Natural resources and mining,29454,37746,41253,32000,30314,27384,19615,23026,10107,12095
6027,"Inyo, CA",88,Trade,68759,72393,75932,81297,81336,82005,84763,91480,88423,93429
6027,"Inyo, CA",89,Transportation and utilities,218548,213834,191269,195846,193109,189377,197980,202029,194409,206945
6027,"Inyo, CA",90,Manufacturing and information,101662,89603,111424,114449,129315,138698,204931,234146,174496,177544
6027,"Inyo, CA",91,Private goods-producing industries 2/,158527,138552,171595,167979,188163,196873,250701,280901,206555,211293
6027,"Inyo, CA",92,Private services-providing industries 3/,604456,606692,578553,699083,710371,743161,783079,808435,830435,897309
6029,"Kern, CA",1,All industry total,43360880,45318708,47559076,48212860,49238908,44260330,43109241,45892937,48734093,50261412
6029,"Kern, CA",2,  Private industries,37483607,39201686,41308469,41903327,42692443,37277165,35741821,38319904,40779286,41976801
6029,"Kern, CA",3,"    Agriculture, forestry, fishing and hunting",2638267,3075699,3431401,4037023,4220107,3917291,4105125,4406521,4285985,4473179
6029,"Kern, CA",6,"    Mining, quarrying, and oil and gas extraction",11606063,13062890,13706276,12126975,10630467,5088372,4003888,5275627,6178246,5173736
6029,"Kern, CA",10,    Utilities,3205454,2562769,3152165,3662956,4115217,4020359,4085403,4139645,4267042,4208765
6029,"Kern, CA",11,    Construction,1088049,1259143,1495790,1565242,1656349,1517009,1380398,1447054,1599940,1800572
6029,"Kern, CA",12,    Manufacturing,2850386,2499501,2424264,2618510,3221504,3126232,2374007,2453037,2723463,2644789
6029,"Kern, CA",13,      Durable goods manufacturing,734887,799460,755100,783788,786144,741177,681991,668890,679385,723824
6029,"Kern, CA",25,      Nondurable goods manufacturing,2115499,1700041,1669164,1834722,2435360,2385055,1692017,1784147,2044078,1920966
6029,"Kern, CA",34,    Wholesale trade,1242403,1422621,1530975,1659429,1801629,1754889,1582428,1525955,1597673,1680196
6029,"Kern, CA",35,    Retail trade,1856258,1862156,1990810,2152176,2257198,2356005,2421626,2483061,2520524,2652889
6029,"Kern, CA",36,    Transportation and warehousing,1658497,1498911,1165566,976350,1038840,1094690,1064681,1180024,1445208,1528878
6029,"Kern, CA",45,    Information,441279,445842,457277,489313,477948,539364,536769,562543,603607,632931
6029,"Kern, CA",50,"    Finance, insurance, real estate, rental, and leasing",5453078,5746888,5763133,6265999,6625818,7034839,7221485,7676184,8104576,9141816
6029,"Kern, CA",51,      Finance and insurance,635839,722593,753791,771434,842497,857307,826546,877451,844434,827821
6029,"Kern, CA",56,      Real estate and rental and leasing,4817239,5024295,5009342,5494566,5783322,6177532,6394939,6798733,7260143,8313995
6029,"Kern, CA",59,    Professional and business services,2244962,2399722,2589473,2583854,2653972,2616069,2600082,2684002,2832354,3035415
6029,"Kern, CA",60,"      Professional, scientific, and technical services",1118352,1179103,1308888,1317443,1337400,1270895,1170042,1145053,1194098,1257212
6029,"Kern, CA",64,      Management of companies and enterprises,380102,406419,414548,445895,450358,448145,452872,578779,578920,581218
6029,"Kern, CA",65,      Administrative and support and waste management and remediation services,746508,814200,866037,820516,866215,897029,977169,960170,1059337,1196986
6029,"Kern, CA",68,"    Educational services, health care, and social assistance",1811706,1940043,2058204,2116279,2178614,2298069,2410470,2543037,2681301,2923406
6029,"Kern, CA",69,      Educational services,82588,92610,98637,90902,92174,81406,85714,86338,92643,107617
6029,"Kern, CA",70,      Health care and social assistance,1729119,1847433,1959568,2025377,2086440,2216663,2324757,2456700,2588659,2815788
6029,"Kern, CA",75,"    Arts, entertainment, recreation, accommodation, and food services",644637,676811,729391,768894,839792,923960,997717,1032031,1087444,1177019
6029,"Kern, CA",76,"      Arts, entertainment, and recreation",86377,85943,94724,99907,114080,112145,125590,127888,127488,134189
6029,"Kern, CA",79,      Accommodation and food services,558260,590868,634667,668988,725712,811815,872126,904143,959956,1042830
6029,"Kern, CA",82,    Other services (except government and government enterprises),742568,748690,813743,880328,974986,990017,957742,911182,851923,903209
6029,"Kern, CA",83,Government and government enterprises,5877273,6117022,6250608,6309533,6546465,6983165,7367420,7573032,7954807,8284611
6029,"Kern, CA",,Addenda:,,,,,,,,,,
6029,"Kern, CA",87,Natural resources and mining,14244330,16138589,17137676,16163998,14850574,9005663,8109013,9682148,10464231,9646915
6029,"Kern, CA",88,Trade,3098661,3284777,3521785,3811605,4058827,4110894,4004054,4009016,4118197,4333085
6029,"Kern, CA",89,Transportation and utilities,4863951,4061681,4317731,4639306,5154057,5115049,5150084,5319669,5712250,5737644
6029,"Kern, CA",90,Manufacturing and information,3291665,2945343,2881542,3107823,3699452,3665595,2910777,3015580,3327069,3277721
6029,"Kern, CA",91,Private goods-producing industries 2/,18182765,19897233,21057731,20347749,19728428,13648904,11863418,13582240,14787634,14092276
6029,"Kern, CA",92,Private services-providing industries 3/,19300842,19304453,20250738,21555578,22964015,23628261,23878403,24737664,25991652,27884525
6031,"Kings, CA",1,All industry total,4871435,5711347,5378069,5549191,6096096,6039700,6083737,6448532,6645763,7163683
6031,"Kings, CA",2,  Private industries,2919070,3666515,3368741,3520772,3965135,3912184,3936489,4314062,4422693,4833477
6031,"Kings, CA",3,"    Agriculture, forestry, fishing and hunting",342829,1110011,760343,(D),1019698,840284,797654,1016068,929530,1056975
6031,"Kings, CA",6,"    Mining, quarrying, and oil and gas extraction",7192,10195,11430,(D),8995,5746,3214,4311,5251,4696
6031,"Kings, CA",10,    Utilities,15070,19887,32952,47295,69306,92020,131844,155108,160437,156730
6031,"Kings, CA",11,    Construction,130008,107206,83443,90871,106902,116064,107382,105292,110301,112743
6031,"Kings, CA",12,    Manufacturing,510084,458877,471176,462871,526398,564347,533117,560989,586666,608026
6031,"Kings, CA",13,      Durable goods manufacturing,35941,42513,37623,39682,43948,54067,55523,59157,59054,60353
6031,"Kings, CA",25,      Nondurable goods manufacturing,474143,416364,433553,423190,482450,510280,477594,501833,527612,547674
6031,"Kings, CA",34,    Wholesale trade,70282,88374,94458,98956,113551,123196,123310,124182,127383,141395
6031,"Kings, CA",35,    Retail trade,221275,224908,228813,249223,249764,267845,285109,298022,294147,308846
6031,"Kings, CA",36,    Transportation and warehousing,69719,72907,79353,91181,98885,97224,103875,136576,177431,219808
6031,"Kings, CA",45,    Information,27469,27586,33426,40195,44836,44056,35877,29965,28241,30426
6031,"Kings, CA",50,"    Finance, insurance, real estate, rental, and leasing",825975,840430,855412,892498,971639,1069441,1113687,1159690,1239435,1400677
6031,"Kings, CA",51,      Finance and insurance,78466,85361,86130,74665,88193,98823,84720,91622,92650,92023
6031,"Kings, CA",56,      Real estate and rental and leasing,747510,755069,769282,817832,883446,970618,1028967,1068068,1146784,1308655
6031,"Kings, CA",59,    Professional and business services,214560,205303,209662,229347,225724,127747,125281,128587,128354,137799
6031,"Kings, CA",60,"      Professional, scientific, and technical services",74894,60852,68290,69024,71819,71104,60326,63417,64448,68045
6031,"Kings, CA",64,      Management of companies and enterprises,93876,102156,102623,121922,112014,12609,13339,15578,14332,15548
6031,"Kings, CA",65,      Administrative and support and waste management and remediation services,45790,42295,38748,38401,41890,44034,51616,49592,49574,54207
6031,"Kings, CA",68,"    Educational services, health care, and social assistance",325137,339015,342172,342540,341757,363681,371419,391075,414258,421153
6031,"Kings, CA",69,      Educational services,12892,10773,12377,10002,8258,6808,6097,5578,6167,5465
6031,"Kings, CA",70,      Health care and social assistance,312245,328241,329795,332538,333499,356873,365322,385497,408091,415688
6031,"Kings, CA",75,"    Arts, entertainment, recreation, accommodation, and food services",81233,85279,89193,94410,100976,114858,121270,123874,134092,141379
6031,"Kings, CA",76,"      Arts, entertainment, and recreation",8532,9141,8250,7265,7102,8554,10459,10145,11530,11974
6031,"Kings, CA",79,      Accommodation and food services,72701,76138,80943,87145,93874,106304,110811,113729,122562,129405
6031,"Kings, CA",82,    Other services (except government and government enterprises),78235,76537,76908,78888,86705,85675,83449,80323,87168,92821
6031,"Kings, CA",83,Government and government enterprises,1952366,2044832,2009328,2028419,2130961,2127516,2147249,2134470,2223069,2330206
6031,"Kings, CA",,Addenda:,,,,,,,,,,
6031,"Kings, CA",87,Natural resources and mining,350021,1120206,771773,802497,1028692,846031,800868,1020379,934780,1061671
6031,"Kings, CA",88,Trade,291557,313283,323272,348179,363315,391041,408419,422204,421531,450241
6031,"Kings, CA",89,Transportation and utilities,84789,92794,112305,138475,168191,189244,235719,291684,337868,376538
6031,"Kings, CA",90,Manufacturing and information,537553,486464,504603,503066,571234,608404,568995,590955,614907,638452
6031,"Kings, CA",91,Private goods-producing industries 2/,990113,1686289,1326392,1356240,1661992,1526442,1441367,1686660,1631748,1782441
6031,"Kings, CA",92,Private services-providing industries 3/,1928956,1980226,2042349,2164532,2303143,2385742,2495121,2627403,2790946,3051036
6033,"Lake, CA",1,All industry total,1662678,1707013,1741575,1794461,1990101,2030888,2120390,2085236,2342085,2532409
6033,"Lake, CA",2,  Private industries,1397367,1447107,1477324,1511824,1693514,1711204,1780373,1745495,1997447,2177782
6033,"Lake, CA",3,"    Agriculture, forestry, fishing and hunting",35350,51455,106104,104758,100035,82889,81037,81611,89899,96749
6033,"Lake, CA",6,"    Mining, quarrying, and oil and gas extraction",8454,8204,8150,7241,7657,6499,7436,11295,23602,29404
6033,"Lake, CA",10,    Utilities,190537,201345,203641,201616,207967,178342,161003,172845,187268,161922
6033,"Lake, CA",11,    Construction,90049,73881,68449,64538,65944,70312,79839,90203,108016,117037
6033,"Lake, CA",12,    Manufacturing,33089,32553,36927,38423,44388,52828,65017,59314,52224,53387
6033,"Lake, CA",13,      Durable goods manufacturing,5815,6472,6869,7063,6853,6225,7740,7661,7767,7686
6033,"Lake, CA",25,      Nondurable goods manufacturing,27274,26080,30058,31361,37534,46602,57277,51653,44457,45701
6033,"Lake, CA",34,    Wholesale trade,20804,30073,31252,32338,30196,28689,22289,17317,17607,17497
6033,"Lake, CA",35,    Retail trade,132987,129028,127754,136479,140557,149098,153587,160449,164223,176858
6033,"Lake, CA",36,    Transportation and warehousing,15272,17379,16834,15435,15142,16037,17008,21738,23530,27280
6033,"Lake, CA",45,    Information,23035,26441,35105,42224,43016,44060,39652,32888,38735,38266
6033,"Lake, CA",50,"    Finance, insurance, real estate, rental, and leasing",508369,535047,516068,543167,594308,617015,664682,695145,759152,905700
6033,"Lake, CA",51,      Finance and insurance,30972,32023,32045,30998,34655,33302,38649,40212,38246,36772
6033,"Lake, CA",56,      Real estate and rental and leasing,477397,503024,484023,512169,559654,583713,626033,654933,720906,868928
6033,"Lake, CA",59,    Professional and business services,68165,66392,65345,63916,167762,162617,170735,69094,186294,188329
6033,"Lake, CA",60,"      Professional, scientific, and technical services",35769,35786,32550,32323,33975,34910,33980,35512,35019,36130
6033,"Lake, CA",64,      Management of companies and enterprises,3956,3867,3931,4917,106780,108051,114203,8086,122668,122915
6033,"Lake, CA",65,      Administrative and support and waste management and remediation services,28439,26740,28863,26676,27007,19656,22551,25496,28607,29284
6033,"Lake, CA",68,"    Educational services, health care, and social assistance",185253,192765,178850,181260,187299,209243,225731,237685,246870,259789
6033,"Lake, CA",69,      Educational services,1311,2512,2093,1784,1651,1732,3632,4186,4120,4405
6033,"Lake, CA",70,      Health care and social assistance,183942,190254,176757,179475,185648,207510,222099,233499,242750,255383
6033,"Lake, CA",75,"    Arts, entertainment, recreation, accommodation, and food services",33928,33764,35926,35298,38450,42870,40995,42887,44261,47055
6033,"Lake, CA",76,"      Arts, entertainment, and recreation",1943,1734,2129,2329,2227,2530,2823,3401,3741,3745
6033,"Lake, CA",79,      Accommodation and food services,31985,32030,33796,32969,36223,40340,38172,39486,40520,43311
6033,"Lake, CA",82,    Other services (except government and government enterprises),52075,48782,46920,45130,50793,50707,51360,53024,55767,58508
6033,"Lake, CA",83,Government and government enterprises,265311,259905,264251,282637,296587,319684,340017,339741,344638,354627
6033,"Lake, CA",,Addenda:,,,,,,,,,,
6033,"Lake, CA",87,Natural resources and mining,43805,59659,114254,111999,107692,89387,88474,92906,113501,126154
6033,"Lake, CA",88,Trade,153790,159101,159006,168817,170753,177787,175876,177767,181830,194355
6033,"Lake, CA",89,Transportation and utilities,205809,218724,220476,217050,223109,194379,178011,194583,210798,189202
6033,"Lake, CA",90,Manufacturing and information,56124,58993,72031,80648,87404,96887,104669,92202,90959,91653
6033,"Lake, CA",91,Private goods-producing industries 2/,166943,166092,219630,214961,218024,212527,233330,242423,273741,296578
6033,"Lake, CA",92,Private services-providing industries 3/,1230424,1281016,1257695,1296863,1475490,1498677,1547042,1503073,1723706,1881204
6035,"Lassen, CA",1,All industry total,1170291,1181406,1258456,1273526,1284078,1334996,1389240,1306212,1331951,1441448
6035,"Lassen, CA",2,  Private industries,578285,544816,602451,628502,656804,691139,706501,618429,639889,728037
6035,"Lassen, CA",3,"    Agriculture, forestry, fishing and hunting",40065,79990,67516,51884,51566,50432,40913,37982,36749,42038
6035,"Lassen, CA",6,"    Mining, quarrying, and oil and gas extraction",767,419,324,104,0,0,0,0,0,0
6035,"Lassen, CA",10,    Utilities,24435,34499,29152,29463,26868,29306,28475,33224,33861,38522
6035,"Lassen, CA",11,    Construction,31403,27801,19956,16281,15310,15329,21440,23624,25367,25019
6035,"Lassen, CA",12,    Manufacturing,3269,3136,2276,2645,2024,2400,2035,1351,948,973
6035,"Lassen, CA",13,      Durable goods manufacturing,992,1692,1564,1726,894,(D),666,464,510,530
6035,"Lassen, CA",25,      Nondurable goods manufacturing,2277,1444,712,919,1130,(D),1369,887,438,443
6035,"Lassen, CA",34,    Wholesale trade,9262,12111,12233,12193,13992,16767,17267,17360,18523,19978
6035,"Lassen, CA",35,    Retail trade,50342,48025,47373,50194,51524,55482,56036,56312,56179,59573
6035,"Lassen, CA",36,    Transportation and warehousing,5717,5978,6270,6045,7307,8654,10063,(D),(D),(D)
6035,"Lassen, CA",45,    Information,10270,9583,9136,12938,16226,22571,28907,33416,31641,34695
6035,"Lassen, CA",50,"    Finance, insurance, real estate, rental, and leasing",204749,205541,203287,218998,241505,255430,269909,284732,298995,366727
6035,"Lassen, CA",51,      Finance and insurance,11489,11636,12158,12920,13643,13836,15421,14723,13705,13656
6035,"Lassen, CA",56,      Real estate and rental and leasing,193260,193906,191128,206078,227862,241594,254488,270009,285289,353072
6035,"Lassen, CA",59,    Professional and business services,99636,17681,109166,131840,120933,119448,123011,(D),(D),(D)
6035,"Lassen, CA",60,"      Professional, scientific, and technical services",(D),(D),(D),12349,11267,(D),(D),(D),(D),(D)
6035,"Lassen, CA",64,      Management of companies and enterprises,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
6035,"Lassen, CA",65,      Administrative and support and waste management and remediation services,8643,8354,7602,(D),(D),8041,6385,7618,8496,9564
6035,"Lassen, CA",68,"    Educational services, health care, and social assistance",60772,64181,61593,61844,63837,65218,65598,66619,69809,71192
6035,"Lassen, CA",69,      Educational services,2310,5603,7434,5507,6073,(D),(D),(D),(D),(D)
6035,"Lassen, CA",70,      Health care and social assistance,58463,58579,54159,56337,57764,(D),(D),(D),(D),(D)
6035,"Lassen, CA",75,"    Arts, entertainment, recreation, accommodation, and food services",19919,20722,20142,18992,21242,23354,23540,21575,21337,22191
6035,"Lassen, CA",76,"      Arts, entertainment, and recreation",1346,1747,2033,1801,1913,1658,1888,(D),1015,1036
6035,"Lassen, CA",79,      Accommodation and food services,18573,18975,18109,17191,19329,21695,21652,(D),20322,21155
6035,"Lassen, CA",82,    Other services (except government and government enterprises),17679,15149,14026,15082,24470,26748,19306,14863,15655,16576
6035,"Lassen, CA",83,Government and government enterprises,592006,636589,656005,645024,627274,643857,682739,687783,692062,713410
6035,"Lassen, CA",,Addenda:,,,,,,,,,,
6035,"Lassen, CA",87,Natural resources and mining,40832,80410,67840,51988,51566,50432,40913,37982,36749,42038
6035,"Lassen, CA",88,Trade,59604,60136,59607,62387,65516,72249,73303,73672,74702,79551
6035,"Lassen, CA",89,Transportation and utilities,30151,40476,35423,35508,34175,37960,38538,(D),(D),(D)
6035,"Lassen, CA",90,Manufacturing and information,13540,12719,11412,15583,18250,24971,30942,34767,32588,35667
6035,"Lassen, CA",91,Private goods-producing industries 2/,75504,111346,90072,70914,68900,68161,64388,62957,63064,68030
6035,"Lassen, CA",92,Private services-providing industries 3/,502781,433470,512379,557588,587905,622978,642113,555472,576825,660008
6037,"Los Angeles, CA",1,All industry total,552228768,573273776,592432839,617665675,650900997,693677247,719254061,755617399,784709193,819446415
6037,"Los Angeles, CA",2,  Private industries,494428283,515084110,533880844,556660354,585966662,624603819,647726451,683079892,709517645,741139577
6037,"Los Angeles, CA",3,"    Agriculture, forestry, fishing and hunting",199782,212067,279532,214213,212350,227203,201847,204885,206083,187097
6037,"Los Angeles, CA",6,"    Mining, quarrying, and oil and gas extraction",2493895,2718176,2770806,2696610,2465353,1473390,1210921,879946,957632,768226
6037,"Los Angeles, CA",10,    Utilities,3676531,3887191,4175356,4169525,4272146,4537870,4752030,5114164,5356066,5558337
6037,"Los Angeles, CA",11,    Construction,9010491,10188041,11161356,13098094,14434546,16275534,18017697,19958345,21317446,22471318
6037,"Los Angeles, CA",12,    Manufacturing,53466643,52476815,51809257,55103098,58688998,62496176,63663613,68310198,72920900,71467240
6037,"Los Angeles, CA",13,      Durable goods manufacturing,29593863,30240088,28728410,31013373,31854436,34507216,36837605,39058053,40910055,40404497
6037,"Los Angeles, CA",25,      Nondurable goods manufacturing,23872780,22236727,23080847,24089725,26834562,27988960,26826008,29252145,32010846,31062743
6037,"Los Angeles, CA",34,    Wholesale trade,33502265,36802146,37267259,38807193,41390688,44656626,42959156,44350575,46045700,49057037
6037,"Los Angeles, CA",35,    Retail trade,29941827,30477137,32187211,33987594,34979980,36164397,36183604,36632058,36593287,38845482
6037,"Los Angeles, CA",36,    Transportation and warehousing,16868258,17610752,17658570,18780800,20330873,22359458,24087971,24932381,27609517,29951551
6037,"Los Angeles, CA",45,    Information,72678999,71625893,72923269,78337897,80139158,89505670,94958490,96894756,93137591,98167601
6037,"Los Angeles, CA",50,"    Finance, insurance, real estate, rental, and leasing",123594516,131604015,138716741,143945611,152334904,161748782,170353580,182609686,191593092,198563137
6037,"Los Angeles, CA",51,      Finance and insurance,24941932,26488368,29916403,30553568,33268392,34531476,37695348,42079682,42181295,41946455
6037,"Los Angeles, CA",56,      Real estate and rental and leasing,98652583,105115647,108800338,113392042,119066512,127217307,132658232,140530005,149411797,156616683
6037,"Los Angeles, CA",59,    Professional and business services,66617669,70280037,72671331,73209953,77105034,81017710,81156263,87292957,92143934,97167403
6037,"Los Angeles, CA",60,"      Professional, scientific, and technical services",44788804,47040218,48502909,49067579,51430803,54403931,53545285,57483905,61374684,64221685
6037,"Los Angeles, CA",64,      Management of companies and enterprises,6104393,6904958,7161906,7329224,7984501,8186070,7979229,8582445,8925723,9397043
6037,"Los Angeles, CA",65,      Administrative and support and waste management and remediation services,15724472,16334861,17006515,16813150,17689731,18427710,19631750,21226607,21843528,23548675
6037,"Los Angeles, CA",68,"    Educational services, health care, and social assistance",42129491,44415589,47219551,48320934,49610362,52143547,55533955,57749869,60718617,64041378
6037,"Los Angeles, CA",69,      Educational services,8426030,8812136,9195939,9411565,9959778,10255100,10590773,10761362,11405087,11912996
6037,"Los Angeles, CA",70,      Health care and social assistance,33703462,35603452,38023612,38909369,39650584,41888447,44943182,46988507,49313530,52128382
6037,"Los Angeles, CA",75,"    Arts, entertainment, recreation, accommodation, and food services",28190979,30534665,32151638,32773567,35948800,37533243,40522017,42729814,45626277,48714171
6037,"Los Angeles, CA",76,"      Arts, entertainment, and recreation",15206493,16922950,18545490,18264453,19514798,18589838,19666485,20632309,22868605,24329781
6037,"Los Angeles, CA",79,      Accommodation and food services,12984486,13611716,13606148,14509114,16434003,18943404,20855533,22097505,22757672,24384390
6037,"Los Angeles, CA",82,    Other services (except government and government enterprises),12056937,12251586,12888968,13215268,14053468,14464214,14125304,15420257,15291503,16179597
6037,"Los Angeles, CA",83,Government and government enterprises,57800485,58189666,58551995,61005321,64934334,69073428,71527610,72537507,75191548,78306838
6037,"Los Angeles, CA",,Addenda:,,,,,,,,,,
6037,"Los Angeles, CA",87,Natural resources and mining,2693677,2930243,3050337,2910823,2677703,1700593,1412769,1084831,1163715,955323
6037,"Los Angeles, CA",88,Trade,63444092,67279283,69454470,72794787,76370669,80821023,79142760,80982633,82638987,87902520
6037,"Los Angeles, CA",89,Transportation and utilities,20544790,21497943,21833926,22950325,24603019,26897328,28840002,30046545,32965583,35509888
6037,"Los Angeles, CA",90,Manufacturing and information,126145642,124102707,124732526,133440995,138828156,152001846,158622103,165204954,166058491,169634842
6037,"Los Angeles, CA",91,Private goods-producing industries 2/,65170811,65595099,66020951,71112014,75801247,80472303,83094079,89353374,95402062,94893882
6037,"Los Angeles, CA",92,Private services-providing industries 3/,429257472,449489011,467859893,485548340,510165415,544131516,564632372,593726518,614115583,646245695
6039,"Madera, CA",1,All industry total,4693311,4978331,5289625,5521365,5912729,5653491,6122107,6468415,6669130,7071620
6039,"Madera, CA",2,  Private industries,3899900,4166162,4481894,4687832,5035086,4773288,5160287,5464792,5625121,5995295
6039,"Madera, CA",3,"    Agriculture, forestry, fishing and hunting",868459,1007139,1314781,1430846,1612603,1225514,1373121,1480436,1494684,1464052
6039,"Madera, CA",6,"    Mining, quarrying, and oil and gas extraction",15994,25607,24053,42389,38173,14746,17318,27441,39930,24711
6039,"Madera, CA",10,    Utilities,165336,186204,101646,112006,95880,83009,181215,251087,151964,199243
6039,"Madera, CA",11,    Construction,163813,142203,126619,147125,137715,151933,175897,188236,230896,242461
6039,"Madera, CA",12,    Manufacturing,361313,406728,453529,467044,461009,493485,485625,475116,468766,489604
6039,"Madera, CA",13,      Durable goods manufacturing,215166,259365,250770,266253,263631,269105,273220,280504,276304,280393
6039,"Madera, CA",25,      Nondurable goods manufacturing,146148,147363,202758,200790,197378,224380,212405,194612,192462,209211
6039,"Madera, CA",34,    Wholesale trade,95679,109232,122515,133495,147054,147424,137762,134754,149564,154686
6039,"Madera, CA",35,    Retail trade,259022,255841,255963,267926,269074,285900,293712,301903,310255,326468
6039,"Madera, CA",36,    Transportation and warehousing,96484,97387,93940,88724,96612,102380,104777,110980,122749,127598
6039,"Madera, CA",45,    Information,89866,88867,90844,90416,81614,80071,84578,89006,93490,100068
6039,"Madera, CA",50,"    Finance, insurance, real estate, rental, and leasing",848235,856432,858375,940429,1003361,1062651,1134100,1170001,1252905,1480305
